@timestamp:date,actual:double,all_field_values:text,anomaly_score:double,anomaly_score_explanation.anomaly_characteristics_impact:integer,anomaly_score_explanation.anomaly_length:integer,anomaly_score_explanation.anomaly_type:keyword,anomaly_score_explanation.by_field_first_occurrence:boolean,anomaly_score_explanation.by_field_relative_rarity:double,anomaly_score_explanation.high_variance_penalty:boolean,anomaly_score_explanation.incomplete_bucket_penalty:boolean,anomaly_score_explanation.lower_confidence_bound:double,anomaly_score_explanation.multi_bucket_impact:integer,anomaly_score_explanation.multimodal_distribution:boolean,anomaly_score_explanation.single_bucket_impact:integer,anomaly_score_explanation.typical_value:double,anomaly_score_explanation.upper_confidence_bound:double,assignment_memory_basis:keyword,average_bucket_processing_time_ms:double,bucket_allocation_failures_count:long,bucket_count:long,bucket_span:long,by_field_name:keyword,by_field_value:keyword,categorization_status:keyword,categorized_doc_count:keyword,category_id:long,clientip:keyword,dead_category_count:keyword,description:text,detector_index:integer,earliest_record_timestamp:date,empty_bucket_count:long,event.ingested:date,event_count:long,examples:text,exponential_average_bucket_processing_time_ms:double,exponential_average_calculation_context.incremental_metric_value_ms:double,exponential_average_calculation_context.latest_timestamp:date,exponential_average_calculation_context.previous_exponential_average_ms:double,failed_category_count:keyword,field_name:keyword,forecast_create_timestamp:date,forecast_end_timestamp:date,forecast_expiry_timestamp:date,forecast_id:keyword,forecast_lower:double,forecast_memory_bytes:long,forecast_messages:keyword,forecast_prediction:double,forecast_progress:double,forecast_start_timestamp:date,forecast_status:keyword,forecast_upper:double,frequent_category_count:keyword,function:keyword,function_description:keyword,geo_results.actual_point:geo_point,geo_results.typical_point:geo_point,influencer_field_name:keyword,influencer_field_value:keyword,influencer_score:double,initial_anomaly_score:double,initial_influencer_score:double,initial_record_score:double,input_bytes:long,input_field_count:long,input_record_count:long,invalid_date_count:long,is_interim:boolean,job_id:keyword,last_data_time:date,latest_empty_bucket_timestamp:date,latest_record_time_stamp:date,latest_record_timestamp:date,latest_result_time_stamp:date,latest_sparse_bucket_timestamp:date,log_time:date,max_matching_length:long,maximum_bucket_processing_time_ms:double,memory_status:keyword,min_version:keyword,minimum_bucket_processing_time_ms:double,missing_field_count:long,mlcategory:keyword,model_bytes:long,model_bytes_exceeded:keyword,model_bytes_memory_limit:keyword,model_feature:keyword,model_lower:double,model_median:double,model_size_stats.assignment_memory_basis:keyword,model_size_stats.bucket_allocation_failures_count:long,model_size_stats.categorization_status:keyword,model_size_stats.categorized_doc_count:keyword,model_size_stats.dead_category_count:keyword,model_size_stats.failed_category_count:keyword,model_size_stats.frequent_category_count:keyword,model_size_stats.job_id:keyword,model_size_stats.log_time:date,model_size_stats.memory_status:keyword,model_size_stats.model_bytes:long,model_size_stats.model_bytes_exceeded:keyword,model_size_stats.model_bytes_memory_limit:keyword,model_size_stats.output_memory_allocator_bytes:keyword,model_size_stats.peak_model_bytes:long,model_size_stats.rare_category_count:keyword,model_size_stats.result_type:keyword,model_size_stats.timestamp:date,model_size_stats.total_by_field_count:long,model_size_stats.total_category_count:keyword,model_size_stats.total_over_field_count:long,model_size_stats.total_partition_field_count:long,model_upper:double,multi_bucket_impact:double,num_matches:long,out_of_order_timestamp_count:long,output_memory_allocator_bytes:keyword,over_field_name:keyword,over_field_value:keyword,partition_field_name:keyword,partition_field_value:keyword,peak_model_bytes:keyword,preferred_to_categories:long,probability:double,processed_field_count:long,processed_record_count:long,processing_time_ms:long,rare_category_count:keyword,raw_anomaly_score:double,record_score:double,regex:keyword,response.keyword:keyword,result_type:keyword,retain:boolean,scheduled_events:keyword,search_count:long,snapshot_doc_count:integer,snapshot_id:keyword,sparse_bucket_count:long,terms:text,timestamp:date,total_by_field_count:long,total_category_count:keyword,total_over_field_count:long,total_partition_field_count:long,total_search_time_ms:double,typical:double
2026-08-23T03:00:00.000Z,2.0,[url_scanning,130.246.123.197],,,,,,,,,,,,,,,,,,,3600,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,url_scanning,,,,,,,,,,,,,,,,,,'high unique count per bucket by person and attribute',0.2811825472478275,0.9829951454233912,,,,,,,,,,,,,,,,,,,,,,,2.32321329560678,,,,,clientip,130.246.123.197,,,,,,,,,,,,,,model_plot,,,,,,,,2026-08-23T03:00:00.000Z,,,,,,
2026-08-23T03:00:00.000Z,2.0,[url_scanning,177.111.217.54],,,,,,,,,,,,,,,,,,,3600,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,url_scanning,,,,,,,,,,,,,,,,,,'high unique count per bucket by person and attribute',0.2811825472478275,0.9829951454233912,,,,,,,,,,,,,,,,,,,,,,,2.32321329560678,,,,,clientip,177.111.217.54,,,,,,,,,,,,,,model_plot,,,,,,,,2026-08-23T03:00:00.000Z,,,,,,
2026-08-23T03:00:00.000Z,2.0,[url_scanning,6.138.148.165],,,,,,,,,,,,,,,,,,,3600,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,url_scanning,,,,,,,,,,,,,,,,,,'high unique count per bucket by person and attribute',0.2811825472478275,0.9829951454233912,,,,,,,,,,,,,,,,,,,,,,,2.32321329560678,,,,,clientip,6.138.148.165,,,,,,,,,,,,,,model_plot,,,,,,,,2026-08-23T03:00:00.000Z,,,,,,
2026-08-23T03:00:00.000Z,2.0,[url_scanning,99.74.118.237],,,,,,,,,,,,,,,,,,,3600,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,url_scanning,,,,,,,,,,,,,,,,,,'high unique count per bucket by person and attribute',0.2811825472478275,0.9829951454233912,,,,,,,,,,,,,,,,,,,,,,,2.32321329560678,,,,,clientip,99.74.118.237,,,,,,,,,,,,,,model_plot,,,,,,,,2026-08-23T03:00:00.000Z,,,,,,
2026-08-23T03:00:00.000Z,8.0,[200,response_code_rates],,,,,,,,,,,,,,,,,,,3600,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,response_code_rates,,,,,,,,,,,,,,,,,,'count per bucket by person',0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,response.keyword,200,,,,,,,,,,,,model_plot,,,,,,,,2026-08-23T03:00:00.000Z,,,,,,
2026-08-23T03:00:00.000Z,,low_request_rate,,,,,,,,,,,,,,,model_memory_limit,,0,,,,,ok,0,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,low_request_rate,,,,,,,2026-09-03T11:38:30.511Z,,,ok,,,,,140386,0,11534336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,140386,,,,,,0,,,,,model_size_stats,,,,,,,,2026-08-23T03:00:00.000Z,3,0,0,2,,
2026-08-23T03:00:00.000Z,,response_code_rates,0.0,,,,,,,,,,,,,,,,,,3600,,,,,,,,,,,,2026-09-03T11:38:31.485Z,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,false,response_code_rates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,bucket,,,,,,,,2026-08-23T03:00:00.000Z,,,,,,
2026-08-23T03:00:00.000Z,,response_code_rates,,,,,,,,,,,,,,,model_memory_limit,,0,,,,,ok,0,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,response_code_rates,,,,,,,2026-09-03T11:38:31.470Z,,,ok,,,,,62452,0,11534336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,135934,,,,,,0,,,,,model_size_stats,,,,,,,,2026-08-23T03:00:00.000Z,4,0,0,3,,
2026-08-23T03:00:00.000Z,,url_scanning,0.0,,,,,,,,,,,,,,,,,,3600,,,,,,,,,,,,2026-09-03T11:38:33.323Z,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,false,url_scanning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,bucket,,,,,,,,2026-08-23T03:00:00.000Z,,,,,,
2026-08-23T04:00:00.000Z,0.0,[503,response_code_rates],,,,,,,,,,,,,,,,,,,3600,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,response_code_rates,,,,,,,,,,,,,,,,,,'count per bucket by person',0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,response.keyword,503,,,,,,,,,,,,model_plot,,,,,,,,2026-08-23T04:00:00.000Z,,,,,,
2026-08-23T04:00:00.000Z,2.0,low_request_rate,,,,,,,,,,,,,,,,,,,3600,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low_request_rate,,,,,,,,,,,,,,,,,,'low values of count per bucket by person',0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,model_plot,,,,,,,,2026-08-23T04:00:00.000Z,,,,,,
2026-08-23T04:00:00.000Z,2.0,[200,response_code_rates],,,,,,,,,,,,,,,,,,,3600,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,response_code_rates,,,,,,,,,,,,,,,,,,'count per bucket by person',0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,response.keyword,200,,,,,,,,,,,,model_plot,,,,,,,,2026-08-23T04:00:00.000Z,,,,,,
2026-08-23T04:00:00.000Z,2.0,[url_scanning,218.148.135.12],,,,,,,,,,,,,,,,,,,3600,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,url_scanning,,,,,,,,,,,,,,,,,,'high unique count per bucket by person and attribute',0.3438729857447281,0.9827277514088993,,,,,,,,,,,,,,,,,,,,,,,1.9931737803752851,,,,,clientip,218.148.135.12,,,,,,,,,,,,,,model_plot,,,,,,,,2026-08-23T04:00:00.000Z,,,,,,
2026-08-23T04:00:00.000Z,,low_request_rate,0.0,,,,,,,,,,,,,,,,,,3600,,,,,,,,,,,,2026-09-03T11:38:30.522Z,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,false,low_request_rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,bucket,,,,,,,,2026-08-23T04:00:00.000Z,,,,,,
2026-08-23T04:00:00.000Z,,low_request_rate,,,,,,,,,,,,,,,model_memory_limit,,0,,,,,ok,0,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,low_request_rate,,,,,,,2026-09-03T11:38:30.517Z,,,ok,,,,,42872,0,11534336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,138066,,,,,,0,,,,,model_size_stats,,,,,,,,2026-08-23T04:00:00.000Z,3,0,0,2,,
2026-08-23T04:00:00.000Z,,response_code_rates,0.0,,,,,,,,,,,,,,,,,,3600,,,,,,,,,,,,2026-09-03T11:38:31.486Z,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,false,response_code_rates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,bucket,,,,,,,,2026-08-23T04:00:00.000Z,,,,,,
2026-08-23T04:00:00.000Z,,response_code_rates,,,,,,,,,,,,,,,model_memory_limit,,0,,,,,ok,0,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,response_code_rates,,,,,,,2026-09-03T11:38:31.471Z,,,ok,,,,,78696,0,11534336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,134042,,,,,,0,,,,,model_size_stats,,,,,,,,2026-08-23T04:00:00.000Z,4,0,0,3,,
2026-08-23T04:00:00.000Z,,url_scanning,0.0,,,,,,,,,,,,,,,,,,3600,,,,,,,,,,,,2026-09-03T11:38:33.323Z,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,false,url_scanning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,bucket,,,,,,,,2026-08-23T04:00:00.000Z,,,,,,
2026-08-23T05:00:00.000Z,0.0,[503,response_code_rates],,,,,,,,,,,,,,,,,,,3600,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,response_code_rates,,,,,,,,,,,,,,,,,,'count per bucket by person',0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,response.keyword,503,,,,,,,,,,,,model_plot,,,,,,,,2026-08-23T05:00:00.000Z,,,,,,
2026-08-23T05:00:00.000Z,2.0,[url_scanning,12.132.31.17],,,,,,,,,,,,,,,,,,,3600,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,url_scanning,,,,,,,,,,,,,,,,,,'high unique count per bucket by person and attribute',0.41201500525657625,0.9864313892542689,,,,,,,,,,,,,,,,,,,,,,,1.6801959437689054,,,,,clientip,12.132.31.17,,,,,,,,,,,,,,model_plot,,,,,,,,2026-08-23T05:00:00.000Z,,,,,,
2026-08-23T05:00:00.000Z,2.0,[url_scanning,129.138.185.193],,,,,,,,,,,,,,,,,,,3600,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,url_scanning,,,,,,,,,,,,,,,,,,'high unique count per bucket by person and attribute',0.41201500525657625,0.9864313892542689,,,,,,,,,,,,,,,,,,,,,,,1.6801959437689054,,,,,clientip,129.138.185.193,,,,,,,,,,,,,,model_plot,,,,,,,,2026-08-23T05:00:00.000Z,,,,,,
2026-08-23T05:00:00.000Z,2.0,[url_scanning,216.9.22.134],,,,,,,,,,,,,,,,,,,3600,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,url_scanning,,,,,,,,,,,,,,,,,,'high unique count per bucket by person and attribute',0.41201500525657625,0.9864313892542689,,,,,,,,,,,,,,,,,,,,,,,1.6801959437689054,,,,,clientip,216.9.22.134,,,,,,,,,,,,,,model_plot,,,,,,,,2026-08-23T05:00:00.000Z,,,,,,
2026-08-23T05:00:00.000Z,6.0,low_request_rate,,,,,,,,,,,,,,,,,,,3600,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low_request_rate,,,,,,,,,,,,,,,,,,'low values of count per bucket by person',0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,model_plot,,,,,,,,2026-08-23T05:00:00.000Z,,,,,,
2026-08-23T05:00:00.000Z,6.0,[200,response_code_rates],,,,,,,,,,,,,,,,,,,3600,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,response_code_rates,,,,,,,,,,,,,,,,,,'count per bucket by person',0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,response.keyword,200,,,,,,,,,,,,model_plot,,,,,,,,2026-08-23T05:00:00.000Z,,,,,,
2026-08-23T05:00:00.000Z,,low_request_rate,0.0,,,,,,,,,,,,,,,,,,3600,,,,,,,,,,,,2026-09-03T11:38:30.670Z,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,false,low_request_rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,bucket,,,,,,,,2026-08-23T05:00:00.000Z,,,,,,
2026-08-23T05:00:00.000Z,,response_code_rates,0.0,,,,,,,,,,,,,,,,,,3600,,,,,,,,,,,,2026-09-03T11:38:31.486Z,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,false,response_code_rates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,bucket,,,,,,,,2026-08-23T05:00:00.000Z,,,,,,
2026-08-23T05:00:00.000Z,,url_scanning,0.0,,,,,,,,,,,,,,,,,,3600,,,,,,,,,,,,2026-09-03T11:38:33.323Z,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,false,url_scanning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,bucket,,,,,,,,2026-08-23T05:00:00.000Z,,,,,,
2026-08-23T06:00:00.000Z,0.0,[503,response_code_rates],,,,,,,,,,,,,,,,,,,3600,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,response_code_rates,,,,,,,,,,,,,,,,,,'count per bucket by person',0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,response.keyword,503,,,,,,,,,,,,model_plot,,,,,,,,2026-08-23T06:00:00.000Z,,,,,,
2026-08-23T06:00:00.000Z,1.0,[url_scanning,28.5.238.208],,,,,,,,,,,,,,,,,,,3600,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,url_scanning,,,,,,,,,,,,,,,,,,'high unique count per bucket by person and attribute',0.06761592440063763,0.9003957012122478,,,,,,,,,,,,,,,,,,,,,,,1.7652990430314561,,,,,clientip,28.5.238.208,,,,,,,,,,,,,,model_plot,,,,,,,,2026-08-23T06:00:00.000Z,,,,,,
2026-08-23T06:00:00.000Z,1.0,[url_scanning,7.210.210.41],,,,,,,,,,,,,,,,,,,3600,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,url_scanning,,,,,,,,,,,,,,,,,,'high unique count per bucket by person and attribute',0.06761592440063763,0.9003957012122478,,,,,,,,,,,,,,,,,,,,,,,1.7652990430314561,,,,,clientip,7.210.210.41,,,,,,,,,,,,,,model_plot,,,,,,,,2026-08-23T06:00:00.000Z,,,,,,
2026-08-23T06:00:00.000Z,16.0,[200,response_code_rates],,,,,,,,,,,,,,,,,,,3600,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,response_code_rates,,,,,,,,,,,,,,,,,,'count per bucket by person',0.0,6.835862501231381,,,,,,,,,,,,,,,,,,,,,,,24.52960121034768,,,,,,,response.keyword,200,,,,,,,,,,,,model_plot,,,,,,,,2026-08-23T06:00:00.000Z,,,,,,
2026-08-23T06:00:00.000Z,2.0,[url_scanning,110.78.46.100],,,,,,,,,,,,,,,,,,,3600,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,url_scanning,,,,,,,,,,,,,,,,,,'high unique count per bucket by person and attribute',0.06761592440063763,0.9003957012122478,,,,,,,,,,,,,,,,,,,,,,,1.7652990430314561,,,,,clientip,110.78.46.100,,,,,,,,,,,,,,model_plot,,,,,,,,2026-08-23T06:00:00.000Z,,,,,,
