id,@timestamp,bytes_in,bytes_out,status
80,2017-11-10T00:00:22Z,0,11060623717086222747,OK
81,2017-11-10T20:35:52Z,7470203340634956368,7490193999241578548,OK
82,2017-11-10T00:01:20Z,74330435873664882,4875216609683497742,OK
83,2017-11-10T00:01:04Z,9636626466125797351,14208813483941526550,OK
84,2017-11-10T00:32:48Z,11949176856304796477,8190769023162854115,OK
85,2017-11-10T00:01:45Z,754822992931077409,12647826153259487490,OK
86,2017-11-10T20:36:08Z,16424089095262982944,12394320926003300611,OK
87,2017-11-10T21:17:37Z,10580536762493152413,13605535835272740587,OK
88,2017-11-10T20:06:49Z,195161570976258241,15395084776572180858,Error
89,2017-11-10T21:17:37Z,15084788733189711518,6353233118260828721,OK
90,2017-11-10T19:51:38Z,,,Error
91,2017-11-10T19:51:38Z,11628588779507401305,8500236459902170712,Error
92,2017-11-10T20:06:50Z,2706408999083639864,594246218266628121,OK
93,2017-11-10T21:17:46Z,9007528787465012783,15931740851225178582,OK
94,2017-11-10T19:51:38Z,18345360876889252152,16119381686035586648,Error
95,2017-11-10T21:17:46Z,2788944430410706777,11087293691148056886,OK
96,2017-11-10T00:04:50Z,9932469097722733505,14925592145374204307,OK
97,2017-11-10T21:17:48Z,11620953158540412267,3809712277266935082,OK
98,2017-11-10T21:12:24Z,3448205404634246112,5409549730889481641,OK
99,2017-11-10T21:17:37Z,1957665857956635540,352442273299370793,OK
100,2017-11-10T03:21:36Z,16462768484251021236,15616395223975497926,OK
101,2017-11-10T23:22:36Z,,,Error
