id,@timestamp,bytes_in,bytes_out,client_ip,client_port,dest_ip,status
61,2017-11-10T23:43:10.953Z,0,,10.0.1.199,,2001:cafe::13e1:16fc:8726:1bf8,OK
62,2017-11-10T20:35:57.179Z,30,169,10.0.1.166,47532,172.27.1.1,OK
63,2017-11-10T20:21:58.671Z,20,,10.0.1.166,,2001:cafe::ff07:bdcc:bc59:ff9f,OK
64,2017-11-10T20:35:57.179Z,41,271,10.0.1.166,16227,172.27.1.1,OK
65,2017-11-10T20:33:06.738Z,28,,10.0.1.166,,172.27.1.1,Error
66,2017-11-10T20:35:57.680Z,33,185,10.0.1.166,28928,172.27.1.1,OK
67,2017-11-10T20:26:21.020Z,20,,10.0.1.166,,2001:cafe::ff07:bdcc:bc59:ff9f,OK
68,2017-11-10T21:23:25.890Z,20,,10.0.1.166,,2001:cafe::ff07:bdcc:bc59:ff9f,OK
69,2017-11-10T21:23:54.152Z,8,,10.0.1.166,,2001:cafe::13e1:16fc:8726:1bf8,OK
70,2017-11-10T20:35:57.928Z,35,234,10.0.1.166,54994,172.27.1.1,OK
71,2017-11-10T00:27:03.483Z,48,,10.0.1.122,,2001:cafe::470f:60b7:f84a:25b6,OK
72,2017-11-10T00:27:46.900Z,48,,10.0.1.122,,2001:cafe::470f:60b7:f84a:25b6,OK
73,2017-11-10T20:35:58.288Z,35,223,10.0.1.166,20163,172.27.1.1,OK
74,2017-11-10T20:35:57.813Z,32,501,10.0.1.166,51275,172.27.1.1,OK
75,2017-11-10T22:27:09.113Z,20,,10.0.1.199,,2001:cafe::ff07:bdcc:bc59:ff9f,OK
76,2017-11-10T20:35:58.488Z,45,493,10.0.1.166,1193,172.27.1.1,OK
77,2017-11-10T22:26:44.712Z,20,,10.0.1.199,,2001:cafe::ff07:bdcc:bc59:ff9f,OK
78,2017-11-10T22:27:31.178Z,8,,10.0.1.199,,2001:cafe::13e1:16fc:8726:1bf8,OK
79,2017-11-10T20:35:52.539Z,47,246,10.0.1.166,24564,172.27.1.1,OK
80,2017-11-10T00:00:22.348Z,48,,10.0.1.122,,2001:cafe::470f:60b7:f84a:25b6,OK
81,2017-11-10T20:35:52.595Z,37,420,10.0.1.166,40542,172.27.1.1,OK
82,2017-11-10T00:01:20.921Z,48,,10.0.1.122,,2001:cafe::470f:60b7:f84a:25b6,OK
83,2017-11-10T00:01:04.434Z,48,,10.0.1.122,,2001:cafe::470f:60b7:f84a:25b6,OK
84,2017-11-10T00:32:48.470Z,48,,10.0.1.122,,2001:cafe::470f:60b7:f84a:25b6,OK
85,2017-11-10T00:01:45.087Z,48,,10.0.1.122,,2001:cafe::470f:60b7:f84a:25b6,OK
86,2017-11-10T20:36:08.165Z,38,509,10.0.1.166,61220,172.27.1.1,OK
87,2017-11-10T21:17:37.760Z,38,226,10.0.1.166,26602,172.27.1.1,OK
88,2017-11-10T20:06:49.877Z,30,,10.0.1.177,53240,90.128.199.24,Error
89,2017-11-10T21:17:37.761Z,44,284,10.0.1.166,49479,172.27.1.1,OK
90,2017-11-10T19:51:38.746Z,28,,10.0.1.122,,203.131.98.151,Error
91,2017-11-10T19:51:38.778Z,28,,10.0.1.122,,172.20.10.8,Error
92,2017-11-10T20:06:50.875Z,34,215,10.0.1.177,25162,90.128.199.24,OK
93,2017-11-10T21:17:46.744Z,33,185,10.0.1.166,63982,172.27.1.1,OK
94,2017-11-10T19:51:38.957Z,28,,10.0.1.122,,203.131.98.151,Error
95,2017-11-10T21:17:46.744Z,28,321,10.0.1.166,4292,172.27.1.1,OK
96,2017-11-10T00:04:50.637Z,48,,10.0.1.122,,2001:cafe::470f:60b7:f84a:25b6,OK
97,2017-11-10T21:17:48.685Z,30,280,10.0.1.166,57783,172.27.1.1,OK
98,2017-11-10T21:12:24.001Z,74,90,10.0.1.177,57203,172.20.10.1,OK
99,2017-11-10T21:17:37.767Z,39,512,10.0.1.166,29333,172.27.1.1,OK
100,2017-11-10T03:21:36.357Z,64,183,10.0.1.166,4541,172.16.1.1,OK
