distance:double,location:geo_point
0.30021218524180354,POINT (1.4249235391616821E-6 2.1792948246002197E-6)
0.30021218524180354,POINT (1.4249235391616821E-6 2.1792948246002197E-6)
0.30021218524180354,POINT (1.4249235391616821E-6 2.1792948246002197E-6)
0.2685179415497728,POINT (1.341104507446289E-6 2.137385308742523E-6)
0.2685179415497728,POINT (1.341104507446289E-6 2.137385308742523E-6)
0.2685179415497728,POINT (1.341104507446289E-6 2.137385308742523E-6)
0.2848062860101459,POINT (1.4249235391616821E-6 2.137385308742523E-6)
0.2848062860101459,POINT (1.4249235391616821E-6 2.137385308742523E-6)
0.2848062860101459,POINT (1.4249235391616821E-6 2.137385308742523E-6)
0.2848062860101459,POINT (1.5925616025924683E-6 2.0116567611694336E-6)
0.2848062860101459,POINT (1.5925616025924683E-6 2.0116567611694336E-6)
0.2848062860101459,POINT (1.5925616025924683E-6 2.0116567611694336E-6)
0.30021218524180354,POINT (1.6763806343078613E-6 2.0116567611694336E-6)
0.30021218524180354,POINT (1.6763806343078613E-6 2.0116567611694336E-6)
0.30021218524180354,POINT (1.6763806343078613E-6 2.0116567611694336E-6)
0.2848062860101459,POINT (1.5925616025924683E-6 2.0116567611694336E-6)
0.2848062860101459,POINT (1.5925616025924683E-6 2.0116567611694336E-6)
0.2848062860101459,POINT (1.5925616025924683E-6 2.0116567611694336E-6)
0.30021218524180354,POINT (1.6763806343078613E-6 2.0116567611694336E-6)
0.30021218524180354,POINT (1.6763806343078613E-6 2.0116567611694336E-6)
0.30021218524180354,POINT (1.6763806343078613E-6 2.0116567611694336E-6)
0.2685179415497728,POINT (1.5925616025924683E-6 1.969747245311737E-6)
0.2685179415497728,POINT (1.5925616025924683E-6 1.969747245311737E-6)
0.2685179415497728,POINT (1.5925616025924683E-6 1.969747245311737E-6)
0.2848062860101459,POINT (1.6763806343078613E-6 1.969747245311737E-6)
0.2848062860101459,POINT (1.6763806343078613E-6 1.969747245311737E-6)
0.2848062860101459,POINT (1.6763806343078613E-6 1.969747245311737E-6)
0.2848062860101459,POINT (1.7601996660232544E-6 1.8440186977386475E-6)
0.2848062860101459,POINT (1.7601996660232544E-6 1.8440186977386475E-6)
0.2848062860101459,POINT (1.7601996660232544E-6 1.8440186977386475E-6)
0.30021218524180354,POINT (1.8440186977386475E-6 1.8440186977386475E-6)
0.30021218524180354,POINT (1.8440186977386475E-6 1.8440186977386475E-6)
0.30021218524180354,POINT (1.8440186977386475E-6 1.8440186977386475E-6)
0.2848062860101459,POINT (1.7601996660232544E-6 1.8440186977386475E-6)
0.2848062860101459,POINT (1.7601996660232544E-6 1.8440186977386475E-6)
0.2848062860101459,POINT (1.7601996660232544E-6 1.8440186977386475E-6)
0.30021218524180354,POINT (1.8440186977386475E-6 1.8440186977386475E-6)
0.30021218524180354,POINT (1.8440186977386475E-6 1.8440186977386475E-6)
0.30021218524180354,POINT (1.8440186977386475E-6 1.8440186977386475E-6)
0.2685179415497728,POINT (1.7601996660232544E-6 1.802109181880951E-6)
0.2685179415497728,POINT (1.7601996660232544E-6 1.802109181880951E-6)
0.2685179415497728,POINT (1.7601996660232544E-6 1.802109181880951E-6)
0.2848062860101459,POINT (1.8440186977386475E-6 1.802109181880951E-6)
0.2848062860101459,POINT (1.8440186977386475E-6 1.802109181880951E-6)
0.2848062860101459,POINT (1.8440186977386475E-6 1.802109181880951E-6)
3.2597569375901188,POINT (2.3720785975456238E-5 -1.7224811017513275E-5)
3.2597569375901188,POINT (2.3720785975456238E-5 -1.7224811017513275E-5)
3.2597569375901188,POINT (2.3720785975456238E-5 -1.7224811017513275E-5)
3.2625206150153967,POINT (2.3720785975456238E-5 -1.726672053337097E-5)
3.2625206150153967,POINT (2.3720785975456238E-5 -1.726672053337097E-5)
3.2625206150153967,POINT (2.3720785975456238E-5 -1.726672053337097E-5)
3.2625206150153967,POINT (2.3720785975456238E-5 -1.726672053337097E-5)
3.2625206150153967,POINT (2.3720785975456238E-5 -1.726672053337097E-5)
3.2625206150153967,POINT (2.3720785975456238E-5 -1.726672053337097E-5)
3.2597569375901188,POINT (2.346932888031006E-5 -1.7560087144374847E-5)
3.2597569375901188,POINT (2.346932888031006E-5 -1.7560087144374847E-5)
3.2597569375901188,POINT (2.346932888031006E-5 -1.7560087144374847E-5)
3.2625206150153967,POINT (2.346932888031006E-5 -1.7601996660232544E-5)
3.2625206150153967,POINT (2.346932888031006E-5 -1.7601996660232544E-5)
3.2625206150153967,POINT (2.346932888031006E-5 -1.7601996660232544E-5)
3.2625206150153967,POINT (2.346932888031006E-5 -1.7601996660232544E-5)
3.2625206150153967,POINT (2.346932888031006E-5 -1.7601996660232544E-5)
3.2625206150153967,POINT (2.346932888031006E-5 -1.7601996660232544E-5)
3.258374219844941,POINT (2.2547319531440735E-5 -1.873355358839035E-5)
3.258374219844941,POINT (2.2547319531440735E-5 -1.873355358839035E-5)
3.258374219844941,POINT (2.2547319531440735E-5 -1.873355358839035E-5)
3.262520615015394,POINT (2.2547319531440735E-5 -1.8775463104248047E-5)
3.262520615015394,POINT (2.2547319531440735E-5 -1.8775463104248047E-5)
3.262520615015394,POINT (2.2547319531440735E-5 -1.8775463104248047E-5)
3.262520615015394,POINT (2.2547319531440735E-5 -1.8775463104248047E-5)
3.262520615015394,POINT (2.2547319531440735E-5 -1.8775463104248047E-5)
3.262520615015394,POINT (2.2547319531440735E-5 -1.8775463104248047E-5)
